Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms,Publisher_clean
PS4_Shining Resonance Refrain,PS4,Shining Resonance Refrain,Sega,Media.Vision,0,80000,30000,10000,40000,10000,10/07/2018,15/09/2018,2.73,22,70,"Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",sega
PS4_Hatsune Miku: Project Diva Future Tone DX,PS4,Hatsune Miku: Project Diva Future Tone DX,Sega,Sega,0,50000,0,0,50000,0,22/11/2017,30/12/2017,,,,,,sega
PS4_Phantasy Star Online 2 Episode 4: Deluxe Package,PS4,Phantasy Star Online 2 Episode 4: Deluxe Package,Sega,Sega,0,50000,0,0,50000,0,20/04/2017,18/09/2018,,,,,,sega
PS4_Yakuza 3,PS4,Yakuza 3,Sega,Sega,0,50000,0,0,50000,0,09/08/2018,25/08/2018,4.12,139,79,Action,"PlayStation 4, PlayStation 3",sega
PS4_Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,PS4,Cyber Troopers: Virtual On x Toaru Majutsu no Index: Toaru Majutsu no Dennou Senki,Sega,Sega CS3,0,30000,0,0,30000,0,15/02/2018,26/02/2018,,,,,,sega
PS4_Blade Arcus from Shining EX,PS4,Blade Arcus from Shining EX,Sega,Unknown,0,30000,0,0,30000,0,26/11/2015,18/06/2018,0,0,,"Arcade, Fighting","PlayStation 4, PlayStation 3",sega
PS4_Border Break,PS4,Border Break,Sega,Sega,0,20000,0,0,20000,0,02/08/2018,26/08/2018,,,,,,sega
PS4_Tembo the Badass Elephant,PS4,Tembo the Badass Elephant,Sega,Game Freak,0,0,0,0,0,0,21/07/2015,,3.33,72,,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4",sega
PS4_Yakuza: Like a Dragon,PS4,Yakuza: Like a Dragon,Sega,Sega,450000,0,0,0,0,0,13/11/2020,05/11/2019,4.36,364,85,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",sega
PS4_Dengeki Bunko: Fighting Climax Ignition,PS4,Dengeki Bunko: Fighting Climax Ignition,Sega,Ecole Software,0,0,0,0,0,0,17/12/2015,21/09/2018,0,0,,"Arcade, Fighting","PlayStation 4, PlayStation 3, PS Vita",sega
PS4_Dungeon of the Endless,PS4,Dungeon of the Endless,Sega,Amplitude Studios,0,0,0,0,0,0,01/12/2019,07/08/2019,3.61,269,79,"Indie, Strategy, Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",sega
PS4_Hatsune Miku: Project Diva Future Tone,PS4,Hatsune Miku: Project Diva Future Tone,Sega,Sega,550000,0,0,0,0,0,10/01/2017,21/09/2018,3.58,106,84,Action,PlayStation 4,sega
PS4_Hatsune Miku: VR Future Live,PS4,Hatsune Miku: VR Future Live,Sega,Sega,0,0,0,0,0,0,13/10/2016,08/04/2018,2.12,24,,,PlayStation 4,sega
PS4_Bayonetta & Vanquish 10th Anniversary Bundle,PS4,Bayonetta & Vanquish 10th Anniversary Bundle,Sega,PlatinumGames,0,0,0,0,0,0,18/02/2020,11/12/2019,4.25,9,,Action,"Xbox One, PlayStation 4",sega
PS4_Blade Arcus Rebellion from Shining,PS4,Blade Arcus Rebellion from Shining,Sega,Studio Saizensen,0,0,0,0,0,0,14/03/2019,24/02/2019,,,,,,sega
PS3_Sonic's Ultimate Genesis Collection,PS3,Sonic's Ultimate Genesis Collection,Sega,Backbone Entertainment,0,2360000,1390000,640000,0,330000,10/02/2009,,3.86,20,80,"Casual, Platformer, Adventure","Xbox 360, PlayStation 3",sega
PS3_Sonic Generations,PS3,Sonic Generations,Sega,Sonic Team,0,1590000,600000,720000,20000,250000,01/11/2011,,3.9,550,77,"Family, Platformer, Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo 3DS, Xbox 360, PlayStation 3",sega
PS3_Bayonetta,PS3,Bayonetta,Sega,PlatinumGames,0,1210000,440000,400000,210000,160000,05/01/2010,,4.3,1152,90,"Adventure, Action","PC, PlayStation 4, Xbox One, Nintendo Switch, Xbox 360, PlayStation 3, Wii U",sega
PS3_Virtua Fighter 5,PS3,Virtua Fighter 5,Sega,Sega-AM2,0,1080000,290000,520000,80000,200000,20/02/2007,,3.77,39,,"Arcade, Fighting","Xbox 360, PlayStation 3",sega
PS3_Virtua Tennis 3,PS3,Virtua Tennis 3,Sega,Sega-AM3,0,1050000,230000,580000,30000,210000,20/03/2007,,4.07,29,80,Sports,"PC, Xbox 360, PlayStation 3, PSP",sega
PS3_Aliens vs Predator,PS3,Aliens vs Predator,Sega,Rebellion Developments,0,1040000,410000,460000,0,180000,16/02/2010,,,,,,,sega
PS3_Sonic Unleashed,PS3,Sonic Unleashed,Sega,Sonic Team,0,1030000,560000,320000,10000,140000,09/12/2008,,3.44,191,60,"Arcade, Adventure, Action","Xbox One, Xbox 360, PlayStation 3, PlayStation 2, Wii",sega
PS3_Sonic & SEGA All-Stars Racing,PS3,Sonic & SEGA All-Stars Racing,Sega,Sumo Digital,0,960000,360000,440000,0,160000,23/02/2010,,3.69,143,65,Racing,"PC, iOS, Android, Nintendo DS, Xbox 360, PlayStation 3, Wii",sega
PS3_Beijing 2008,PS3,Beijing 2008,Sega,Eurocom Entertainment Software,0,860000,140000,540000,10000,170000,08/07/2008,,,,,,,sega
PS3_Resonance of Fate,PS3,Resonance of Fate,Sega,tri-Ace,0,740000,200000,220000,240000,80000,16/03/2010,,3.67,52,73,RPG,"Xbox 360, PlayStation 3",sega
PS3_Iron Man,PS3,Iron Man,Sega,Secret Level,0,680000,320000,250000,0,110000,02/05/2008,,,,,,,sega
PS3_London 2012: The Official Video Game of the Olympic Games,PS3,London 2012: The Official Video Game of the Olympic Games,Sega,Sega Studios Australia,0,660000,60000,490000,0,120000,26/06/2012,,,,,,,sega
PS3_Aliens: Colonial Marines,PS3,Aliens: Colonial Marines,Sega,Gearbox Software,0,640000,200000,330000,0,100000,12/02/2013,,2.67,118,45,"Shooter, Action","PC, Xbox 360, PlayStation 3",sega
PS3_Sega Rally Revo,PS3,Sega Rally Revo,Sega,Sega Racing Studio,0,630000,70000,430000,0,140000,09/10/2007,,,,,,,sega
PS3_Vanquish,PS3,Vanquish,Sega,PlatinumGames,0,610000,210000,220000,110000,80000,19/10/2010,,4.02,561,79,"Indie, Shooter, Adventure, Action","PC, Xbox One, Xbox 360, PlayStation 3",sega
PS3_Sonic & Sega All-Stars Racing Transformed,PS3,Sonic & Sega All-Stars Racing Transformed,Sega,Sumo Digital,0,500000,80000,330000,20000,70000,18/11/2012,,,,,,,sega
PS3_Virtua Tennis 4,PS3,Virtua Tennis 4,Sega,Sega-AM2,0,450000,90000,240000,30000,80000,10/05/2011,,3.78,65,,Sports,"PC, PlayStation 3, PS Vita, Wii",sega
PS3_Alpha Protocol,PS3,Alpha Protocol,Sega,Obsidian Entertainment,0,430000,190000,170000,0,70000,01/06/2010,,3.54,452,72,"Shooter, Action, RPG","PC, Xbox 360, PlayStation 3",sega
PS3_Sega Superstars Tennis,PS3,Sega Superstars Tennis,Sega,Sumo Digital,0,400000,130000,200000,0,70000,18/03/2008,,3.32,18,,"Family, Sports","Nintendo DS, macOS, Xbox 360, PlayStation 3, PlayStation 2, Wii",sega
PS3_Condemned 2: Bloodshot,PS3,Condemned 2: Bloodshot,Sega,Monolith Productions,0,390000,170000,160000,0,60000,11/03/2008,,3.81,90,81,"Shooter, Action, Fighting","Xbox 360, PlayStation 3",sega
PS3_Iron Man 2,PS3,Iron Man 2,Sega,"Sega Studios, San Francisco",0,390000,140000,190000,0,70000,04/05/2010,,2.18,28,45,"Adventure, Action","iOS, Nintendo DS, Xbox 360, PlayStation 3, PlayStation 2, PSP, Wii",sega
PS3_Viking: Battle for Asgard,PS3,Viking: Battle for Asgard,Sega,The Creative Assembly,0,380000,140000,180000,0,70000,25/03/2008,,2.51,274,66,"Adventure, Action, RPG, Fighting","PC, Xbox 360, PlayStation 3",sega
PS3_Virtua Tennis 2009,PS3,Virtua Tennis 2009,Sega,Sumo Digital,0,380000,90000,220000,0,60000,09/06/2009,,3.83,24,70,Sports,"PC, Xbox 360, PlayStation 3, Wii",sega
PS3_The House of the Dead: Overkill - Extended Cut,PS3,The House of the Dead: Overkill - Extended Cut,Sega,Headstrong Games,0,370000,150000,160000,0,50000,25/10/2011,,,,,,,sega
PS3_Vancouver 2010 - The Official Video Game of the Olympic Winter Games,PS3,Vancouver 2010 - The Official Video Game of the Olympic Winter Games,Sega,Eurocom Entertainment Software,0,340000,90000,190000,0,70000,12/01/2010,,3.25,8,57,Sports,"PC, Xbox 360, PlayStation 3",sega
PS3_Alien: Isolation,PS3,Alien: Isolation,Sega,Creative Assembly,0,330000,120000,160000,0,50000,07/10/2014,,,,,,,sega
PS3_Binary Domain,PS3,Binary Domain,Sega,Amusement Vision,0,330000,90000,70000,140000,30000,28/02/2012,,3.55,543,68,"Shooter, Action","PC, Xbox 360, PlayStation 3",sega
PS3_Golden Axe: Beast Rider,PS3,Golden Axe: Beast Rider,Sega,Secret Level,0,320000,130000,140000,0,60000,14/10/2008,,2,15,,"Adventure, Action","Xbox 360, PlayStation 3",sega
PS3_The Golden Compass,PS3,The Golden Compass,Sega,Shiny Entertainment,0,290000,140000,100000,0,50000,04/12/2007,,,,,,,sega
PS3_Next Hatsune Miku: Project Diva,PS3,Next Hatsune Miku: Project Diva,Sega,Sega,0,280000,80000,0,190000,20000,27/08/2013,,,,,,,sega
PS3_Hatsune Miku: Project Diva F 2nd,PS3,Hatsune Miku: Project Diva F 2nd,Sega,Sega,0,270000,100000,30000,100000,30000,18/11/2014,,,,,,,sega
PS3_The Incredible Hulk,PS3,The Incredible Hulk,Sega,Edge of Reality,0,260000,220000,20000,0,20000,05/06/2008,,,,,,,sega
PS3_Yakuza Zero: The Place of Oath,PS3,Yakuza Zero: The Place of Oath,Sega,Sega,0,260000,0,0,260000,0,12/03/2015,,,,,,,sega
PS3_Yakuza: Ishin,PS3,Yakuza: Ishin,Sega,Sega,0,260000,0,0,260000,0,22/02/2014,,,,,,,sega
PS3_The Club,PS3,The Club,Sega,Bizarre Creations,0,230000,140000,70000,0,30000,19/02/2008,,,,,,,sega
PS3_Anarchy Reigns,PS3,Anarchy Reigns,Sega,PlatinumGames,0,210000,100000,30000,60000,30000,08/01/2013,,3.29,31,72,"Action, Fighting","Xbox 360, PlayStation 3",sega
PS3_Captain America: Super Soldier,PS3,Captain America: Super Soldier,Sega,Next Level Games,0,200000,100000,70000,0,30000,19/07/2011,,3.3,20,57,"Adventure, Action","Nintendo 3DS, Nintendo DS, Xbox 360, PlayStation 3, Wii",sega
PS3_Armored Core 4,PS3,Armored Core 4,Sega,From Software,0,200000,90000,0,90000,10000,20/03/2007,,3.57,7,65,"Shooter, Adventure, Action, Simulation","Xbox 360, PlayStation 3",sega
PS3_Dengeki Bunko Fighting Climax,PS3,Dengeki Bunko Fighting Climax,Sega,Sega,0,190000,70000,0,100000,20000,06/10/2015,,,,,,,sega
PS3_Full Auto 2: Battlelines,PS3,Full Auto 2: Battlelines,Sega,Pseudo Interactive,0,180000,140000,20000,0,20000,07/12/2006,,0,0,67,"Racing, Arcade","PlayStation 3, PSP",sega
PS3_Stormrise,PS3,Stormrise,Sega,The Creative Assembly,0,170000,130000,20000,0,20000,24/03/2009,,1.83,6,47,"Strategy, Action","PC, Xbox 360, PlayStation 3",sega
PS3_Thor: God of Thunder,PS3,Thor: God of Thunder,Sega,Liquid Entertainment,0,150000,70000,60000,0,20000,03/05/2011,,2.67,18,44,"Adventure, Action","Nintendo 3DS, Nintendo DS, Xbox 360, PlayStation 3, Wii",sega
PS3_Shining Resonance,PS3,Shining Resonance,Sega,Media.Vision,0,140000,0,0,140000,0,11/12/2014,,0,2,,RPG,PlayStation 3,sega
PS3_Soccer Tsuku: Pro Soccer Club o Tsukurou!,PS3,Soccer Tsuku: Pro Soccer Club o Tsukurou!,Sega,Sega,0,130000,0,0,130000,0,10/10/2013,,,,,,,sega
PS3_Yakuza Kiwami,PS3,Yakuza Kiwami,Sega,Sega,0,130000,0,0,130000,0,21/01/2016,,4.1,771,83,"Adventure, Action, RPG, Fighting","PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 3",sega
PS3_Yakuza 1&2 HD EDITION,PS3,Yakuza 1&2 HD EDITION,Sega,Sega,0,110000,0,0,110000,0,01/11/2012,,,,,,,sega
PS3_Planet 51,PS3,Planet 51,Sega,Pyro Studios,0,110000,70000,30000,0,10000,17/11/2009,,0,3,,"Arcade, Racing, Adventure, Action","PC, Nintendo DS, Xbox 360, PlayStation 3, Wii",sega
PS3_World Snooker Championship 2007,PS3,World Snooker Championship 2007,Sega,Blade Interactive,0,100000,0,100000,0,0,23/03/2007,,,,,,,sega
PS3_Initial D: Extreme Stage,PS3,Initial D: Extreme Stage,Sega,Sega,0,80000,0,0,80000,0,03/07/2008,,,,,,,sega
PS3_Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,PS3,Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu,Sega,Sammy Studios,0,60000,0,0,60000,0,31/05/2012,,,,,,,sega
PS3_Puyo Puyo Tetris,PS3,Puyo Puyo Tetris,Sega,Sonic Team,0,50000,0,0,50000,0,06/02/2014,,4.06,102,81,"Casual, Arcade, Action, Puzzle","PC, PlayStation 4, Xbox One, Nintendo Switch, Nintendo 3DS, PlayStation 3, PS Vita",sega
PS3_Imabikisou,PS3,Imabikisou,Sega,ChunSoft,0,40000,0,0,40000,0,25/10/2007,,,,,,,sega
PS3_K-On! After School Live!! HD Ver.,PS3,K-On! After School Live!! HD Ver.,Sega,Sega,0,30000,0,0,30000,0,21/06/2012,,,,,,,sega
PS3_Blade Arcus from Shining EX,PS3,Blade Arcus from Shining EX,Sega,Unknown,0,30000,0,0,30000,0,26/11/2015,,0,0,,"Arcade, Fighting","PlayStation 4, PlayStation 3",sega
PS3_Power Smash: Live Match!,PS3,Power Smash: Live Match!,Sega,Sumo Digital,0,10000,0,0,10000,0,25/03/2010,,,,,,,sega
PS3_Sega Golf Club: Miyazato San Kyoudai Naizou,PS3,Sega Golf Club: Miyazato San Kyoudai Naizou,Sega,Sega,0,10000,0,0,10000,0,11/11/2006,,,,,,,sega
PS3_The Cave,PS3,The Cave,Sega,Unknown,0,0,0,0,0,0,22/01/2012,,3.56,276,68,"Adventure, Puzzle","PC, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3, Wii U",sega
PS3_Valkyria Chronicles,PS3,Valkyria Chronicles,Sega,Sega WOW Overworks,1000000,0,0,0,0,0,04/11/2008,,4.07,412,85,"Strategy, Action, RPG","PC, Nintendo Switch, PlayStation 3",sega
PS3_Sonic & All-Stars Racing Transformed,PS3,Sonic & All-Stars Racing Transformed,Sega,Unknown,0,0,0,0,0,0,18/11/2012,,3.91,390,79,"Racing, Family, Sports","PC, Xbox One, iOS, Android, Nintendo 3DS, Xbox 360, PlayStation 3, PS Vita, Wii U",sega
PS3_Sonic Adventure 2,PS3,Sonic Adventure 2,Sega,Sonic Team,0,0,0,0,0,0,02/10/2012,,3.95,365,89,"Platformer, Adventure, Action","PC, Xbox One, Xbox 360, PlayStation 3, GameCube, Dreamcast",sega
PS3_Sonic the Hedgehog (2006),PS3,Sonic the Hedgehog (2006),Sega,Sonic Team,1150000,0,0,0,0,0,30/01/2007,,2.49,88,44,Platformer,"Xbox 360, PlayStation 3",sega
PS3_Yakuza 3,PS3,Yakuza 3,Sega,Sega,500000,0,0,0,0,0,09/03/2010,,4.12,139,79,Action,"PlayStation 4, PlayStation 3",sega
PS3_Yakuza 4,PS3,Yakuza 4,Sega,Sega,560000,0,0,0,0,0,15/03/2011,,4.17,140,78,Action,"PlayStation 4, PlayStation 3",sega
PS3_Yakuza 5,PS3,Yakuza 5,Sega,Sega,590000,0,0,0,0,0,08/12/2015,,4.32,117,83,"Adventure, Action","PlayStation 4, PlayStation 3",sega
PS3_Yakuza Kenzan!,PS3,Yakuza Kenzan!,Sega,Sega,280000,0,0,0,0,0,07/03/2008,,0,4,,"Adventure, Action",PlayStation 3,sega
PS3_Yakuza: Dead Souls,PS3,Yakuza: Dead Souls,Sega,Sega,550000,0,0,0,0,0,13/03/2012,,3,33,64,Action,PlayStation 3,sega
PS3_Castle of Illusion Starring Mickey Mouse (2013),PS3,Castle of Illusion Starring Mickey Mouse (2013),Sega,Sega,0,0,0,0,0,0,03/09/2013,,,,,,,sega
PS4_Tethered,PS4,Tethered,Secret Sorcery,Secret Sorcery,0,0,0,0,0,0,25/10/2016,08/04/2018,2.75,12,,"Indie, Strategy, Adventure","PC, PlayStation 4",secret sorcery
PS4_Blasters of the Universe,PS4,Blasters of the Universe,Secret Location,Secret Location,0,0,0,0,0,0,27/02/2018,24/02/2018,0,5,,Action,"PC, PlayStation 4",secret location
PS4_Inside My Radio,PS4,Inside My Radio,Seaven Studio,Seaven Studio,0,0,0,0,0,0,31/12/2020,,2,9,68,"Casual, Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Wii U",seaven studio
PS4_Five Nights at Freddy?s VR: Help Wanted,PS4,Five Nights at Freddy?s VR: Help Wanted,ScottGames,Steel Wool Studios,0,0,0,0,0,0,28/05/2019,25/05/2019,,,,,,scottgames
PS5_Five Nights at Freddy's: Security Breach,PS5,Five Nights at Freddy's: Security Breach,Scott Cawthon,Scott Cawthon,0,0,0,0,0,0,31/12/2020,16/09/2020,2.85,54,64,"Indie, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",scott cawthon
PS3_Jak and Daxter: The Precursor Legacy,PS3,Jak and Daxter: The Precursor Legacy,SCEA,Unknown,0,0,0,0,0,0,07/02/2012,,4.01,383,90,"Platformer, Action","PlayStation 4, PlayStation 3, PlayStation 2, PS Vita",scea
PS3_Eiyuu Senki: The World Conquest,PS3,Eiyuu Senki: The World Conquest,RunnerGames,Tenco,0,0,0,0,0,0,01/10/2015,,,,,,,runnergames
PS4_Hollowpoint,PS4,Hollowpoint,Ruffian Games,Ruffian Games,0,0,0,0,0,0,01/01/2016,,,,,,,ruffian games
PS4_Bendy and the Ink Machine,PS4,Bendy and the Ink Machine,Rooster Teeth Games,TheMeatly Games,0,180000,150000,0,0,30000,20/11/2018,19/12/2018,3.48,144,68,"Indie, Adventure, Action, Puzzle","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita",rooster teeth games
PS3_Test Drive: Ferrari Legends,PS3,Test Drive: Ferrari Legends,Rombax Games,Slightly Mad Studios,0,40000,40000,0,0,10000,03/07/2012,,,,,,,rombax games
PS4_OlliOlli,PS4,OlliOlli,Roll7,Roll7,0,0,0,0,0,0,22/07/2014,05/04/2019,3.72,145,78,"Action, Arcade, Sports, Indie, Platformer","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo 3DS, macOS, Linux, PlayStation 3, PS Vita, Wii U",roll7
PS4_OlliOlli2: Welcome to Olliwood,PS4,OlliOlli2: Welcome to Olliwood,Roll7,Roll7,0,0,0,0,0,0,03/03/2015,05/04/2019,3.3,271,82,"Platformer, Indie, Action, Sports","PC, PlayStation 4, macOS, Linux, PS Vita",roll7
PS3_OlliOlli,PS3,OlliOlli,Roll7,Roll7,0,0,0,0,0,0,22/07/2014,,3.72,145,78,"Action, Arcade, Sports, Indie, Platformer","PC, PlayStation 4, Xbox One, iOS, Android, Nintendo 3DS, macOS, Linux, PlayStation 3, PS Vita, Wii U",roll7
PS5_Grand Theft Auto V,PS5,Grand Theft Auto V,Rockstar Games,Rockstar Games,0,0,0,0,0,0,01/12/2021,11/06/2020,4.47,7225,92,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Xbox 360, PlayStation 3",rockstar games
PS5_Grand Theft Auto VI,PS5,Grand Theft Auto VI,Rockstar Games,Rockstar Games,0,0,0,0,0,0,26/05/2026,06/12/2023,,,,,,rockstar games
PS4_Grand Theft Auto V,PS4,Grand Theft Auto V,Rockstar Games,Rockstar North,0,19390000,6060000,9710000,600000,3020000,18/11/2014,03/01/2018,4.47,7225,92,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Xbox 360, PlayStation 3",rockstar games
PS4_Red Dead Redemption 2,PS4,Red Dead Redemption 2,Rockstar Games,Rockstar Games,0,13940000,5260000,6210000,210000,2260000,26/10/2018,02/11/2018,4.59,5357,96,Action,"PC, Xbox One, PlayStation 4",rockstar games
PS4_L.A. Noire,PS4,L.A. Noire,Rockstar Games,Team Bondi,0,600000,180000,320000,0,100000,14/11/2017,19/06/2018,4.16,2052,83,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3",rockstar games
PS3_Grand Theft Auto V,PS3,Grand Theft Auto V,Rockstar Games,Rockstar North,0,20320000,6370000,9850000,990000,3120000,17/09/2013,,4.47,7225,92,Action,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Xbox 360, PlayStation 3",rockstar games
PS3_Grand Theft Auto IV,PS3,Grand Theft Auto IV,Rockstar Games,Rockstar North,0,10570000,4790000,3730000,440000,1620000,29/04/2008,,4.26,3068,95,Action,"PC, Xbox One, Xbox 360, PlayStation 3",rockstar games
PS3_Red Dead Redemption,PS3,Red Dead Redemption,Rockstar Games,Rockstar San Diego,0,6570000,2820000,2580000,170000,1000000,11/10/2011,,4.42,2158,95,"Shooter, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3",rockstar games
PS3_L.A. Noire,PS3,L.A. Noire,Rockstar Games,Team Bondi,0,3210000,1290000,1310000,120000,490000,15/11/2011,,4.16,2052,83,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360, PlayStation 3",rockstar games
PS3_Midnight Club: Los Angeles,PS3,Midnight Club: Los Angeles,Rockstar Games,Rockstar San Diego,0,2500000,1590000,540000,50000,330000,20/10/2008,,3.84,178,82,"Racing, Arcade","Xbox 360, PlayStation 3, PSP",rockstar games
PS3_Grand Theft Auto: Episodes from Liberty City,PS3,Grand Theft Auto: Episodes from Liberty City,Rockstar Games,Rockstar North,0,2090000,620000,990000,130000,340000,13/04/2010,,4.11,609,,Action,"PC, Xbox 360, PlayStation 3",rockstar games
PS3_Max Payne 3,PS3,Max Payne 3,Rockstar Games,Rockstar Vancouver,0,1860000,590000,930000,60000,270000,15/05/2012,,4.26,1922,87,"Shooter, Action","PC, macOS, Xbox 360, PlayStation 3",rockstar games
PS3_Red Dead Redemption: Undead Nightmare,PS3,Red Dead Redemption: Undead Nightmare,Rockstar Games,Rockstar San Diego,0,1180000,470000,450000,60000,190000,23/11/2010,,4,137,87,"Shooter, Adventure, Action","Xbox 360, PlayStation 3",rockstar games
PS3_L.A. Noire: The Complete Edition,PS3,L.A. Noire: The Complete Edition,Rockstar Games,Rockstar Leeds,0,20000,0,20000,0,10000,15/11/2011,,,,,,,rockstar games
PS3_Red Dead Redemption: Game of the Year Edition,PS3,Red Dead Redemption: Game of the Year Edition,Rockstar Games,Rockstar San Diego,0,20000,0,10000,0,0,11/10/2011,,4.33,18,,Action,"Xbox 360, PlayStation 3",rockstar games
PS3_Grand Theft Auto: San Andreas,PS3,Grand Theft Auto: San Andreas,Rockstar Games,Unknown,0,10000,0,10000,0,0,11/12/2012,,4.5,3972,93,Action,"PC, Xbox One, PlayStation 4, iOS, Android, macOS, Xbox 360, Xbox, PlayStation 3, PlayStation 2",rockstar games
PS3_The Warriors,PS3,The Warriors,Rockstar Games,Unknown,0,0,0,0,0,0,28/05/2013,,,,,,,rockstar games
PS3_Agent,PS3,Agent,Rockstar Games,Rockstar North,0,0,0,0,0,0,31/12/2020,,,,,,,rockstar games
PS3_Grand Theft Auto IV: The Complete Edition,PS3,Grand Theft Auto IV: The Complete Edition,Rockstar Games,Rockstar North,0,0,0,0,0,0,26/10/2010,,,,,,,rockstar games
PS4_Assault Suit Leynos,PS4,Assault Suit Leynos,Rising Star Games,"extreme Co.,Ltd.",0,50000,40000,0,0,10000,30/08/2016,18/09/2018,2.91,11,,Action,"PC, PlayStation 4",rising star games
PS4_Lumo,PS4,Lumo,Rising Star Games,Triple Eh?,0,40000,30000,0,0,10000,30/08/2016,18/03/2019,2.56,117,77,"Indie, Platformer, Adventure, Puzzle","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita",rising star games
PS4_Zero Escape: Zero Time Dilemma,PS4,Zero Escape: Zero Time Dilemma,Rising Star Games,Chime,0,30000,20000,0,0,0,18/08/2017,03/07/2018,4.1,188,78,Adventure,"PC, Xbox One, PlayStation 4, Nintendo 3DS, PS Vita",rising star games
PS4_Earth's Dawn,PS4,Earth's Dawn,Rising Star Games,Unknown,0,20000,20000,0,0,0,01/11/2016,,3.38,8,,"Indie, Action","PC, Xbox One, PlayStation 4",rising star games
PS4_Trailblazers,PS4,Trailblazers,Rising Star Games,Supergonk,0,20000,20000,0,0,0,08/05/2018,22/09/2018,3.17,6,,"Racing, Action, Casual, Sports, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",rising star games
PS4_SteamWorld Collection,PS4,SteamWorld Collection,Rising Star Games,Image & Form Games,0,20000,20000,0,0,0,01/11/2016,30/08/2018,,,,,,rising star games
PS4_SteamWorld Dig 2,PS4,SteamWorld Dig 2,Rising Star Games,Image & Form Games,0,20000,10000,0,0,0,19/06/2018,31/03/2019,4.06,429,88,"Indie, Platformer, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 3DS, macOS, Linux, PS Vita",rising star games
PS4_Zombie Vikings,PS4,Zombie Vikings,Rising Star Games,Zoink Games,0,10000,0,10000,0,0,20/04/2016,21/09/2018,3,35,74,"Adventure, Action","PC, Xbox One, PlayStation 4",rising star games
PS4_Decay of Logos,PS4,Decay of Logos,Rising Star Games,Amplify Creations,0,0,0,0,0,0,27/08/2019,10/08/2019,2.17,6,37,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",rising star games
PS3_Deadly Premonition: The Director's Cut,PS3,Deadly Premonition: The Director's Cut,Rising Star Games,Access Games,0,160000,80000,50000,0,30000,30/04/2013,,3.84,203,67,"Adventure, Action","PC, PlayStation 3",rising star games
PS4_Flipping Death,PS4,Flipping Death,Rising Star,Zoink Games,0,20000,20000,0,0,0,16/10/2018,22/07/2018,3.83,18,,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch",rising star
PS4_Razor Global Domination Pro Tour,PS4,Razor Global Domination Pro Tour,Renegade Kid,Unknown,0,0,0,0,0,0,01/01/2016,,,,,,,renegade kid
PS4_Cult County,PS4,Cult County,Renegade Kid,Unknown,0,0,0,0,0,0,01/01/2016,,,,,,,renegade kid
PS3_Cult County,PS3,Cult County,Renegade Kid,Unknown,0,0,0,0,0,0,01/01/2016,,,,,,,renegade kid
PS3_Captain Morgane and the Golden Turtle,PS3,Captain Morgane and the Golden Turtle,Reef Entertainment,WizarBox,0,20000,0,20000,0,0,03/02/2012,,0,4,,"Casual, Adventure","PC, PlayStation 3",reef entertainment
PS3_Guitar Hero III: Legends of Rock,PS3,Guitar Hero III: Legends of Rock,RedOctane,Neversoft,0,2250000,1400000,530000,20000,300000,28/10/2007,,4.4,237,82,Arcade,"PC, macOS, Xbox 360, PlayStation 3, PlayStation 2, Wii",redoctane
