Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms,Publisher_clean
PS3_Rock Band Blitz,PS3,Rock Band Blitz,Unknown,Harmonix Music Systems,0,0,0,0,0,0,,,3.92,25,,Arcade,"Xbox 360, PlayStation 3",playway
PS3_Rock Band: Pearl Jam,PS3,Rock Band: Pearl Jam,Unknown,Harmonix Music Systems,0,0,0,0,0,0,,,,,,,,playway
PS3_Scivelation,PS3,Scivelation,Unknown,Black Wing Foundation,0,0,0,0,0,0,,,,,,,,playway
PS3_Ruin,PS3,Ruin,Unknown,SCE San Diego Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_SPORTSFRIENDS,PS3,SPORTSFRIENDS,Unknown,Unknown,0,0,0,0,0,0,06/05/2014,,2.9,114,,"Indie, Arcade, Sports","PC, PlayStation 4, macOS, Linux, PlayStation 3",playway
PS3_Sacred Citadel,PS3,Sacred Citadel,Unknown,Southend Interactive,0,0,0,0,0,0,,,2.69,123,61,"Adventure, Action","PC, Xbox 360, PlayStation 3",playway
PS3_Shrek Goes Fourth,PS3,Shrek Goes Fourth,Unknown,Activision,0,0,0,0,0,0,,,,,,,,playway
PS3_SingStar Michael Jackson,PS3,SingStar Michael Jackson,Unknown,SCEE London Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_Star Trek,PS3,Star Trek,Unknown,Digital Extremes,0,0,0,0,0,0,,,,,,,,playway
PS3_Starwhal: Just the Tip,PS3,Starwhal: Just the Tip,Unknown,Unknown,0,0,0,0,0,0,01/01/2015,,,,,,,playway
PS3_SingStar The Wiggles,PS3,SingStar The Wiggles,Unknown,SCEE London Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_Strictly Come Dancing,PS3,Strictly Come Dancing,Unknown,Ubisoft,0,0,0,0,0,0,,,,,,,,playway
PS3_Syberia III,PS3,Syberia III,Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_Syphon Filter 4,PS3,Syphon Filter 4,Unknown,SCEA Bend Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,PS3,Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal,Unknown,Telltale Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Sir Gawain and the Green Knight,PS3,Sir Gawain and the Green Knight,Unknown,TBA,0,0,0,0,0,0,,,,,,,,playway
PS3_Slender: The Arrival,PS3,Slender: The Arrival,Unknown,Unknown,0,0,0,0,0,0,31/12/2020,,3.02,186,65,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Xbox 360, PlayStation 3, Wii U",playway
PS3_Slotter Mania,PS3,Slotter Mania,Unknown,Dorart,0,0,0,0,0,0,,,,,,,,playway
PS3_Worms Collection,PS3,Worms Collection,Unknown,Team17,0,0,0,0,0,0,,,0,0,,Strategy,PlayStation 3,playway
PS3_Worms Revolution,PS3,Worms Revolution,Unknown,Team17,0,0,0,0,0,0,,,3.58,270,73,"Strategy, Simulation","PC, Xbox 360, PlayStation 3",playway
PS3_Zack Zero,PS3,Zack Zero,Unknown,Unknown,0,0,0,0,0,0,17/01/2012,,2.94,16,,"Indie, Adventure, Action","PC, PlayStation 3",playway
PS3_Zettai Zetsumei Toshi 4: Summer Memories,PS3,Zettai Zetsumei Toshi 4: Summer Memories,Unknown,Irem Software Engineering,0,0,0,0,0,0,,,,,,,,playway
PS3_inSane,PS3,inSane,Unknown,Volition Studios,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_miCoach,PS3,miCoach,Unknown,THQ,0,0,0,0,0,0,,,,,,,,playway
PS3_Dishonored: The Brigmore Witches,PS3,Dishonored: The Brigmore Witches,Unknown,Arkane Studios,0,0,0,0,0,0,,,4.29,171,80,Action,"PC, Xbox 360, PlayStation 3",playway
PS3_Devil's Third,PS3,Devil's Third,Unknown,Valhalla Game Studios,0,0,0,0,0,0,31/12/2020,,0,4,,"Shooter, Action","PlayStation 3, Wii U",playway
PS3_DiRT 3: Complete Edition,PS3,DiRT 3: Complete Edition,Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_DiRT 3: X Games Asia Track Pack,PS3,DiRT 3: X Games Asia Track Pack,Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_Dishonored: Knife of Dunwall,PS3,Dishonored: Knife of Dunwall,Unknown,Arkane Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_Derrick the Deathfin,PS3,Derrick the Deathfin,Unknown,Unknown,0,0,0,0,0,0,09/10/2012,,0,5,,"Racing, Action, Casual, Arcade, Indie","PC, iOS, macOS, Linux, PlayStation 3",playway
PS3_Double Dragon: Neon,PS3,Double Dragon: Neon,Unknown,Unknown,0,0,0,0,0,0,,,3.45,137,71,"Arcade, Indie, Adventure, Action","PC, Xbox 360, PlayStation 3",playway
PS3_Dragon Age II ( BioWare Signature Edition ),PS3,Dragon Age II ( BioWare Signature Edition ),Unknown,BioWare Corporation,0,0,0,0,0,0,,,,,,,,playway
PS3_Deus Ex: Human Revolution - The Missing Link,PS3,Deus Ex: Human Revolution - The Missing Link,Unknown,Eidos Montreal,0,0,0,0,0,0,,,3.84,153,,"Shooter, Action, RPG","PC, Xbox 360, PlayStation 3",playway
PS3_Gladiator VS,PS3,Gladiator VS,Unknown,Acquire,0,0,0,0,0,0,23/11/2011,,,,,,,playway
PS3_Cryamore,PS3,Cryamore,Unknown,Unknown,0,0,0,0,0,0,01/01/2015,,0,1,,"Action, RPG","PC, Xbox 360, PlayStation 3, Wii U",playway
PS3_DUST 514,PS3,DUST 514,Unknown,CCP,0,0,0,0,0,0,14/05/2013,,0,3,59,"Massively Multiplayer, Shooter, Strategy, Action",PlayStation 3,playway
PS3_Daisenryaku Perfect: Senjou no Hasha,PS3,Daisenryaku Perfect: Senjou no Hasha,Unknown,System Soft Alpha,0,0,0,0,0,0,,,0,0,,Strategy,"Xbox 360, PlayStation 3, PS Vita, PSP",playway
PS3_Dance Star Party,PS3,Dance Star Party,Unknown,Sony Computer Entertainment,0,0,0,0,0,0,,,,,,,,playway
PS3_Dark Souls II: Crown of the Sunken King,PS3,Dark Souls II: Crown of the Sunken King,Unknown,From Software,0,0,0,0,0,0,,,4.06,33,82,"Action, RPG","PC, PlayStation 3",playway
PS3_Datura,PS3,Datura,Unknown,Plastic,0,0,0,0,0,0,,,2.85,20,,"Casual, Adventure, Puzzle",PlayStation 3,playway
PS3_Fuse,PS3,Fuse,Unknown,Insomniac Games,0,0,0,0,0,0,,,2.39,76,62,"Shooter, Action","PC, macOS, Xbox 360, PlayStation 3",playway
PS3_Fireburst,PS3,Fireburst,Unknown,exDream,0,0,0,0,0,0,,,2.15,13,59,"Racing, Adventure, Action","PC, Xbox 360, PlayStation 3",playway
PS3_Fortune Arterial: Akai Yakusoku,PS3,Fortune Arterial: Akai Yakusoku,Unknown,August,0,0,0,0,0,0,,,,,,,,playway
PS3_Game of Thrones: Episode Four - Sons of Winter,PS3,Game of Thrones: Episode Four - Sons of Winter,Unknown,Telltale Games,0,0,0,0,0,0,,,0,1,,Adventure,"PC, PlayStation 3",playway
PS3_Game of Thrones: Episode One - Iron From Ice,PS3,Game of Thrones: Episode One - Iron From Ice,Unknown,Telltale Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Game of Thrones: Episode Three - The Sword in the Darkness,PS3,Game of Thrones: Episode Three - The Sword in the Darkness,Unknown,Telltale Games,0,0,0,0,0,0,,,0,1,,Adventure,"PC, PlayStation 3",playway
PS3_Game of Thrones: Episode Two - Lost Lords,PS3,Game of Thrones: Episode Two - Lost Lords,Unknown,Telltale Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Fifth Phantom Saga,PS3,Fifth Phantom Saga,Unknown,Sega,0,0,0,0,0,0,,,,,,,,playway
PS3_Dynasty Warriors BB,PS3,Dynasty Warriors BB,Unknown,Omega Force,0,0,0,0,0,0,,,0,1,,"Massively Multiplayer, Action","PC, PlayStation 3",playway
PS3_Edge of Twilight,PS3,Edge of Twilight,Unknown,FuzzyEyes,0,0,0,0,0,0,,,,,,,,playway
PS3_Exodyssey,PS3,Exodyssey,Unknown,Steambot Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_Eyedentify,PS3,Eyedentify,Unknown,SCEE,0,0,0,0,0,0,,,,,,,,playway
PS3_FIFA Street,PS3,FIFA Street,Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_Faith and a .45,PS3,Faith and a .45,Unknown,Deadline Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Coraline,PS3,Coraline,Unknown,Papaya Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_Alone in the Dark: Inferno(JP sales),PS3,Alone in the Dark: Inferno(JP sales),Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_Amphibian Man,PS3,Amphibian Man,Unknown,KDV Games,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_All Points Bulletin,PS3,All Points Bulletin,Unknown,Realtime Worlds,0,0,0,0,0,0,,,,,,,,playway
PS3_Alien Rage,PS3,Alien Rage,Unknown,Unknown,0,0,0,0,0,0,01/01/2014,,,,,,,playway
PS3_Akatsuki no Amaneka to Aoi Kyojin,PS3,Akatsuki no Amaneka to Aoi Kyojin,Unknown,Kogado Software Products,0,0,0,0,0,0,,,,,,,,playway
PS3_2 Days to Vegas,PS3,2 Days to Vegas,Unknown,Steel Monkeys,0,0,0,0,0,0,,,,,,,,playway
PS3_99Vidas,PS3,99Vidas,Unknown,QUByte Interactive,0,0,0,0,0,0,,,3,96,69,"Indie, Arcade, Action","PC, Xbox One, PlayStation 4, macOS, Linux, PlayStation 3",playway
PS3_A Game of Dwarves,PS3,A Game of Dwarves,Unknown,Unknown,0,0,0,0,0,0,,,2.73,15,60,"Casual, Strategy","PC, PlayStation 3",playway
PS3_A-Men,PS3,A-Men,Unknown,Bloober Team,0,0,0,0,0,0,,,0,5,,"Indie, Adventure, Action","PC, PlayStation 3, PS Vita",playway
PS3_AAA: El Videojuego,PS3,AAA: El Videojuego,Unknown,Immersion Software & Graphics,0,0,0,0,0,0,,,,,,,,playway
PS3_Aabs Animals,PS3,Aabs Animals,Unknown,Aabs,0,0,0,0,0,0,,,0,3,,"Family, Simulation","Xbox One, PlayStation 4, PlayStation 3, PS Vita",playway
PS3_Aaru's Awakening,PS3,Aaru's Awakening,Unknown,Unknown,0,0,0,0,0,0,01/10/2014,,2.1,80,,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, macOS, Linux, PlayStation 3",playway
PS3_Agatha Christie DICE,PS3,Agatha Christie DICE,Unknown,Tradewest,0,0,0,0,0,0,,,,,,,,playway
PS3_Call of Duty: Black Ops II - Uprising Map Pack,PS3,Call of Duty: Black Ops II - Uprising Map Pack,Unknown,Treyarch,0,0,0,0,0,0,,,,,,,,playway
PS3_Captain Blood,PS3,Captain Blood,Unknown,SeaWolf,0,0,0,0,0,0,,,,,,,,playway
PS3_Batman: The Telltale Series,PS3,Batman: The Telltale Series,Unknown,Telltale Games,0,0,0,0,0,0,,,3.75,427,79,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Xbox 360, PlayStation 3",playway
PS3_Cipher Complex,PS3,Cipher Complex,Unknown,Edge of Reality,0,0,0,0,0,0,,,,,,,,playway
PS3_Clan of Champions,PS3,Clan of Champions,Unknown,Acquire,0,0,0,0,0,0,,,0,2,42,"Action, RPG","PC, Xbox 360, PlayStation 3",playway
PS3_Blood Knights,PS3,Blood Knights,Unknown,Unknown,0,0,0,0,0,0,31/12/2020,,2.61,46,,"Adventure, Action, RPG","PC, Xbox One, Xbox 360, PlayStation 3",playway
PS3_Black Knight Sword,PS3,Black Knight Sword,Unknown,Grasshopper Manufacture,0,0,0,0,0,0,,,3.83,6,,"Arcade, Platformer, Adventure, Action","Xbox 360, PlayStation 3",playway
PS3_Black Death,PS3,Black Death,Unknown,Darkworks,0,0,0,0,0,0,,,,,,,,playway
PS3_Big Sky Infinity,PS3,Big Sky Infinity,Unknown,VooFoo Studios,0,0,0,0,0,0,,,2.4,25,,"Shooter, Arcade","PlayStation 3, PS Vita",playway
PS3_Bikkuri Pachinko: Ashita no Joe - Kyoraku Collection Vol. 1,PS3,Bikkuri Pachinko: Ashita no Joe - Kyoraku Collection Vol. 1,Unknown,Kyouraku Sangyou Holdings,0,0,0,0,0,0,21/04/2011,,,,,,,playway
PS3_BioShock Infinite: Burial At Sea - Episode One,PS3,BioShock Infinite: Burial At Sea - Episode One,Unknown,Irrational Games,0,0,0,0,0,0,,,4.26,217,71,"Shooter, Action","PC, PlayStation 4, Xbox 360, PlayStation 3",playway
PS3_BioShock Infinite: Burial at Sea - Episode Two,PS3,BioShock Infinite: Burial at Sea - Episode Two,Unknown,Irrational Games,0,0,0,0,0,0,,,4.43,208,82,"Shooter, Action","PC, PlayStation 4, Xbox 360, PlayStation 3",playway
PS3_BioShock Infinite: Clash in the Clouds,PS3,BioShock Infinite: Clash in the Clouds,Unknown,Irrational Games,0,0,0,0,0,0,,,3.3,27,,"Shooter, Action","PC, PlayStation 4, Xbox 360, PlayStation 3",playway
PS3_Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,PS3,Bit.Trip Presents... Runner 2: Future Legend of Rhythm Alien,Unknown,Unknown,0,0,0,0,0,0,05/03/2013,,,,,,,playway
PS3_Giana Sisters: Twisted Dreams,PS3,Giana Sisters: Twisted Dreams,Unknown,Unknown,0,0,0,0,0,0,,,3.06,169,77,"Adventure, Action, Arcade, Indie, Platformer","PC, Xbox 360, PlayStation 3, Wii U",playway
PS3_Monsters: Mass Destruction,PS3,Monsters: Mass Destruction,Unknown,Majesco Games,0,0,0,0,0,0,,,,,,,,playway
PS3_MouseCraft,PS3,MouseCraft,Unknown,Unknown,0,0,0,0,0,0,08/07/2014,,2.31,85,72,"Adventure, Action, Puzzle, Casual, Strategy, Indie","PC, PlayStation 4, Nintendo Switch, macOS, Linux, PlayStation 3, PS Vita",playway
PS3_Mr. T,PS3,Mr. T,Unknown,ZootFly,0,0,0,0,0,0,,,,,,,,playway
PS3_NBA Elite 11,PS3,NBA Elite 11,Unknown,EA Tiburon,0,0,0,0,0,0,,,0,1,,Sports,PlayStation 3,playway
PS3_Necessary Force,PS3,Necessary Force,Unknown,Midway Studios Newcastle,0,0,0,0,0,0,,,,,,,,playway
PS3_Ni-Oh,PS3,Ni-Oh,Unknown,Team Ninja,0,0,0,0,0,0,,,,,,,,playway
PS3_Ninja Gaiden III,PS3,Ninja Gaiden III,Unknown,Team Ninja,0,0,0,0,0,0,,,,,,,,playway
PS3_Mars,PS3,Mars,Unknown,Spiders Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Marvel Universe,PS3,Marvel Universe,Unknown,Gargantuan,0,0,0,0,0,0,,,,,,,,playway
PS3_Matchman,PS3,Matchman,Unknown,TF-H Co Ltd,0,0,0,0,0,0,,,,,,,,playway
PS3_Mega Man X5,PS3,Mega Man X5,Unknown,Capcom,0,0,0,0,0,0,09/09/2014,,,,,,,playway
PS3_Men in Black: Alien Crisis,PS3,Men in Black: Alien Crisis,Unknown,FUN Labs,0,0,0,0,0,0,,,0,4,,"Shooter, Arcade, Action","Nintendo 3DS, Xbox 360, PlayStation 3, Wii",playway
PS3_Mercenaries Inc.,PS3,Mercenaries Inc.,Unknown,Pandemic Studios,0,0,0,0,0,0,,,,,,,,playway
PS3_Midway Arcade Origins,PS3,Midway Arcade Origins,Unknown,Backbone Entertainment,0,0,0,0,0,0,,,2.91,11,,"Racing, Arcade","Xbox One, Xbox 360, PlayStation 3",playway
PS3_Project Mercury,PS3,Project Mercury,Unknown,Big Huge Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Ratchet Deadlocked,PS3,Ratchet Deadlocked,Unknown,Insomniac Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Rayman Trilogy,PS3,Rayman Trilogy,Unknown,Ubisoft,0,0,0,0,0,0,,,,,,,,playway
PS3_Rengoku: The End of the Century,PS3,Rengoku: The End of the Century,Unknown,Neverland,0,0,0,0,0,0,,,,,,,,playway
PS3_Off Road Drive,PS3,Off Road Drive,Unknown,Avalon Style,0,0,0,0,0,0,,,,,,,,playway
PS3_Orc Attack: Flatulent Rebellion,PS3,Orc Attack: Flatulent Rebellion,Unknown,Unknown,0,0,0,0,0,0,08/10/2013,,0,2,,"Indie, Adventure, Action","PC, PlayStation 3",playway
PS3_Pachinko Jikki,PS3,Pachinko Jikki,Unknown,Hackberry,0,0,0,0,0,0,,,,,,,,playway
PS3_Persona 4: The Ultimate in Mayonaka Arena,PS3,Persona 4: The Ultimate in Mayonaka Arena,Unknown,Arc System Works,0,0,0,0,0,0,,,,,,,,playway
PS3_Pirates of the Caribbean: Armada of the Damned,PS3,Pirates of the Caribbean: Armada of the Damned,Unknown,Propaganda Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Playstation Move Mind Benders,PS3,Playstation Move Mind Benders,Unknown,Sony Computer Entertainment,0,0,0,0,0,0,,,,,,,,playway
PS3_Poncotsu Roman Daikatsugeki Bumpy Trot 2,PS3,Poncotsu Roman Daikatsugeki Bumpy Trot 2,Unknown,Irem Software Engineering,0,0,0,0,0,0,,,,,,,,playway
PS3_Postal III,PS3,Postal III,Unknown,Running With Scissors,0,0,0,0,0,0,,,,,,,,playway
PS3_Hell's Kitchen: The Game,PS3,Hell's Kitchen: The Game,Unknown,Ludia Inc.,0,0,0,0,0,0,,,,,,,,playway
PS3_Hellion: Mystery of the Inquisition,PS3,Hellion: Mystery of the Inquisition,Unknown,Flying Fish,0,0,0,0,0,0,,,,,,,,playway
PS3_Highlander,PS3,Highlander,Unknown,Unknown,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_I Am Alive,PS3,I Am Alive,Unknown,Ubisoft Shanghai,0,0,0,0,0,0,,,3.42,345,66,"Adventure, Action","PC, Xbox One, Xbox 360, PlayStation 3",playway
PS3_In Space We Brawl,PS3,In Space We Brawl,Unknown,Unknown,0,0,0,0,0,0,01/01/2016,,1.88,33,,"Indie, Arcade, Action","PC, PlayStation 4, macOS, PlayStation 3",playway
PS3_Interstellar Marines,PS3,Interstellar Marines,Unknown,Zero Point Software,0,0,0,0,0,0,,,,,,,,playway
PS3_Hell Yeah! the Wrath of the Dead Rabbit,PS3,Hell Yeah! the Wrath of the Dead Rabbit,Unknown,Arkedo Studio,0,0,0,0,0,0,,,,,,,,playway
PS3_Hei$t,PS3,Hei$t,Unknown,InXile Entertainment,0,0,0,0,0,0,,,,,,,,playway
PS3_Goosebumps: The Game,PS3,Goosebumps: The Game,Unknown,WayForward,0,0,0,0,0,0,,,3.24,25,,"Casual, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo 3DS, Xbox 360, PlayStation 3",playway
PS3_Gradius Arc,PS3,Gradius Arc,Unknown,Konami,0,0,0,0,0,0,,,,,,,,playway
PS3_HardGrip,PS3,HardGrip,Unknown,Human Soft,0,0,0,0,0,0,31/12/2020,,,,,,,playway
PS3_Hasbro Family Game Night,PS3,Hasbro Family Game Night,Unknown,Electronic Arts,0,0,0,0,0,0,,,,,,,,playway
PS3_Heavenly Sword 2,PS3,Heavenly Sword 2,Unknown,Ninja Theory,0,0,0,0,0,0,,,,,,,,playway
PS3_Left Brain Right Brain,PS3,Left Brain Right Brain,Unknown,Majesco Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Logos Quiz Game,PS3,Logos Quiz Game,Unknown,Unknown,0,0,0,0,0,0,,,,,,,,playway
PS3_MLB Bobblehead Pros,PS3,MLB Bobblehead Pros,Unknown,Konami,0,0,0,0,0,0,,,0,1,,Sports,PlayStation 3,playway
PS3_MW Classic by Zynga,PS3,MW Classic by Zynga,Unknown,Unknown,0,0,0,0,0,0,02/04/2014,,,,,,,playway
PS3_Mad Riders,PS3,Mad Riders,Unknown,Techland,0,0,0,0,0,0,,,3.07,15,,"Racing, Simulation","PC, Xbox 360, PlayStation 3",playway
PS3_Kurayami,PS3,Kurayami,Unknown,Grasshopper Manufacture,0,0,0,0,0,0,,,,,,,,playway
PS3_Junior Work Zone,PS3,Junior Work Zone,Unknown,Maximum,0,0,0,0,0,0,15/10/2011,,,,,,,playway
PS3_Key of Solomon,PS3,Key of Solomon,Unknown,TBA,0,0,0,0,0,0,,,,,,,,playway
PS3_Killzone 2: Flash and Thunder,PS3,Killzone 2: Flash and Thunder,Unknown,Guerrilla Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Killzone 2: Napalm & Cordite,PS3,Killzone 2: Napalm & Cordite,Unknown,Guerrilla Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Killzone 2: Steel and Titanium,PS3,Killzone 2: Steel and Titanium,Unknown,Guerrilla Games,0,0,0,0,0,0,,,,,,,,playway
PS3_Kingdom Under Fire II,PS3,Kingdom Under Fire II,Unknown,Blueside Studios,0,0,0,0,0,0,30/06/2013,,,,,,,playway
PS5_Tails of Iron 2: Whiskers of Winter,PS5,Tails of Iron 2: Whiskers of Winter,United Label,Odd Bug Studio,0,0,0,0,0,0,28/01/2025,08/03/2025,0,3,,"Adventure, Action, RPG, Indie, Platformer","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS, Linux",united label
PS5_Tails of Iron,PS5,Tails of Iron,United Label,Odd Bug Studio,0,0,0,0,0,0,17/09/2021,08/04/2025,3.91,103,82,"Indie, Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",united label
PS3_Bloodbath,PS3,Bloodbath,United Developers,Freedom Factory Studios,0,0,0,0,0,0,27/06/2014,,,,,,,united developers
PS4_Agatha Christie's The ABC Murders,PS4,Agatha Christie's The ABC Murders,Unfinished Pixel,Artefacts Studio,0,80000,50000,20000,0,20000,23/02/2016,27/06/2018,,,,,,unfinished pixel
PS4_FlatOut 4: Total Insanity,PS4,FlatOut 4: Total Insanity,Unfinished Pixel,Kylotonn Entertainment,0,20000,10000,0,0,0,05/05/2017,20/09/2018,2.8,56,52,Racing,"PC, Xbox One, PlayStation 4",unfinished pixel
PS4_Broken Sword 5: The Serpent's Curse,PS4,Broken Sword 5: The Serpent's Curse,Unbalance,Revolution Software,0,70000,0,60000,0,10000,26/04/2019,13/08/2018,,,,,,unbalance
PS5_Ultimate Fishing Simulator 2,PS5,Ultimate Fishing Simulator 2,Ultimate Games,MasterCode,0,0,0,0,0,0,01/12/2021,17/06/2020,,,,,,ultimate games
PS4_Farming 2017 - The Simulation,PS4,Farming 2017 - The Simulation,UIG Entertainment,UIG Entertainment,0,10000,0,10000,0,0,19/08/2016,09/04/2018,,,,,,uig entertainment
PS4_Industry Giant II,PS4,Industry Giant II,UIG Entertainment,"Reactor, Inc.",0,0,0,0,0,0,14/03/2017,21/09/2018,,,,,,uig entertainment
PS3_Farming 2017 - The Simulation,PS3,Farming 2017 - The Simulation,UIG Entertainment,UIG Entertainment,0,0,0,0,0,0,27/05/2016,,,,,,,uig entertainment
PS4_Raiden V,PS4,Raiden V,UFO Interactive,Moss,0,30000,20000,0,0,10000,10/10/2017,27/04/2018,,,,,,ufo interactive
PS3_Raiden IV,PS3,Raiden IV,UFO Interactive,Unknown,0,0,0,0,0,0,29/04/2014,,,,,,,ufo interactive
PS3_Rescue Dove,PS3,Rescue Dove,UFO Interactive,Unknown,0,0,0,0,0,0,01/01/2015,,,,,,,ufo interactive
PS5_Watch Dogs Legion,PS5,Watch Dogs Legion,Ubisoft,Ubisoft Toronto,0,0,0,0,0,0,12/11/2020,17/06/2020,,,,,,ubisoft
PS5_Tom Clancy's Rainbow Six: Siege,PS5,Tom Clancy's Rainbow Six: Siege,Ubisoft,Ubisoft Montreal,0,0,0,0,0,0,01/12/2020,17/06/2020,,,,,,ubisoft
PS5_Tom Clancy's Rainbow Six: Extraction,PS5,Tom Clancy's Rainbow Six: Extraction,Ubisoft,Ubisoft Montreal,0,0,0,0,0,0,01/12/2020,10/06/2021,,,,,,ubisoft
PS5_Just Dance 2021,PS5,Just Dance 2021,Ubisoft,Ubisoft Paris,0,0,0,0,0,0,12/11/2020,27/08/2020,3.71,28,70,"Casual, Family","PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, Wii",ubisoft
PS5_Immortals Fenyx Rising,PS5,Immortals Fenyx Rising,Ubisoft,Ubisoft,0,0,0,0,0,0,03/12/2020,20/09/2020,,,,,,ubisoft
PS5_Far Cry 6,PS5,Far Cry 6,Ubisoft,Ubisoft Toronto,0,0,0,0,0,0,18/02/2021,21/08/2020,3.36,457,75,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",ubisoft
PS5_Assassin's Creed Valhalla,PS5,Assassin's Creed Valhalla,Ubisoft,Ubisoft,0,0,0,0,0,0,12/11/2020,30/04/2020,3.69,773,82,"Adventure, Action, RPG","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X",ubisoft
PS4_Tom Clancy's The Division,PS4,Tom Clancy's The Division,Ubisoft,Massive Entertainment,0,4370000,1490000,2040000,160000,690000,08/03/2016,04/05/2018,,,,,,ubisoft
PS4_Tom Clancy's Rainbow Six: Siege,PS4,Tom Clancy's Rainbow Six: Siege,Ubisoft,Ubisoft Montreal,0,4360000,1290000,2060000,360000,640000,01/12/2015,02/02/2024,,,,,,ubisoft
PS4_Watch Dogs,PS4,Watch Dogs,Ubisoft,Ubisoft Montreal,0,4320000,1400000,2130000,110000,680000,27/05/2014,15/03/2018,3.6,2193,77,"Adventure, Action","PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3, Wii U",ubisoft
PS4_Assassin's Creed: Unity,PS4,Assassin's Creed: Unity,Ubisoft,Ubisoft Montreal,0,4140000,1250000,2160000,90000,650000,11/11/2014,04/05/2018,,,,,,ubisoft
PS4_Assassin's Creed Origins,PS4,Assassin's Creed Origins,Ubisoft,Ubisoft Montreal,0,4060000,1220000,2110000,110000,630000,27/10/2017,10/01/2018,3.97,2081,81,"Action, RPG","PC, Xbox One, PlayStation 4",ubisoft
PS4_Far Cry 4,PS4,Far Cry 4,Ubisoft,Ubisoft Montreal,0,4060000,1180000,2140000,110000,630000,18/11/2014,23/01/2018,3.82,1904,80,Shooter,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3",ubisoft
PS4_Far Cry 5,PS4,Far Cry 5,Ubisoft,Ubisoft,0,3950000,1440000,1730000,150000,620000,27/03/2018,28/02/2018,3.72,2138,80,"Shooter, Action","PC, Xbox One, PlayStation 4",ubisoft
PS4_Assassin's Creed Syndicate,PS4,Assassin's Creed Syndicate,Ubisoft,Ubisoft Quebec,0,3600000,900000,2060000,80000,550000,23/10/2015,04/05/2018,3.66,1506,74,Action,"PC, Xbox One, PlayStation 4",ubisoft
PS4_Watch Dogs 2,PS4,Watch Dogs 2,Ubisoft,Ubisoft,0,3360000,980000,1740000,120000,520000,15/11/2016,,3.84,1752,79,"Adventure, Action","PC, Xbox One, PlayStation 4",ubisoft
PS4_Assassin's Creed IV: Black Flag,PS4,Assassin's Creed IV: Black Flag,Ubisoft,Ubisoft Montreal,0,3190000,1070000,1550000,60000,510000,15/11/2013,14/03/2018,,,,,,ubisoft
PS4_Assassin's Creed Odyssey,PS4,Assassin's Creed Odyssey,Ubisoft,Ubisoft Quebec,0,3180000,1180000,1400000,90000,510000,05/10/2018,17/11/2018,3.98,2085,85,"Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",ubisoft
